category	heavy_metal	heavy_metal	no	no	heavy_metal	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic	organic	organic	organic	no
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_TRA3-20|g_midas_g_3776|s_midas_s_40104	    7	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Competibacterales|f_Competibacteraceae|g_Ca_Competibacter|s_midas_s_198	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  11
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Competibacterales|f_Competibacteraceae|g_Ca_Competibacter|s_midas_s_22961	    0	    0	   99	  969	    0	   0	    0	    0	 135	  329	    2	    0	   0	   0	  85
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae	    0	    0	    2	    3	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae|g_Aquicella	    0	    0	    0	    0	    0	   0	    0	    0	   0	   99	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae|g_midas_g_22144	    0	    0	    0	    0	    0	   0	    0	    0	   3	    0	    0	    0	   0	   0	  10
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae|g_midas_g_22144|s_midas_s_41168	    0	    0	   13	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae|g_midas_g_54033|s_midas_s_54033	    0	    0	    0	    0	    6	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_Diplorickettsiaceae|g_midas_g_68701|s_midas_s_68701	    0	    0	    0	    0	    0	   0	    0	    0	   0	   96	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Diplorickettsiales|f_midas_f_53438|g_midas_g_53438|s_midas_s_56733	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    2	    4	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Aeromonadaceae|g_Aeromonas|s_midas_s_4701	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  13
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Aeromonadaceae|g_Aeromonas|s_midas_s_53024	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  20
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Aeromonadaceae|g_Tolumonas	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  19
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Alteromonadaceae|g_Rheinheimera	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    2	    1	   0	   0	  27
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  11
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia-Shigella|s_midas_s_9572	    0	    0	    0	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   7
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Legionellales|f_Legionellaceae	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    8	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Legionellales|f_Legionellaceae|g_Legionella	    9	    2	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Legionellales|f_Legionellaceae|g_Legionella|s_midas_s_5357	    0	    0	    0	    0	    0	   0	    0	    0	   2	    6	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Methylococcales|f_Methylomonadaceae|g_Crenothrix|s_midas_s_44061	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  29
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Methylococcales|f_Methylomonadaceae|g_Crenothrix|s_midas_s_5791	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	  25
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Nitrosococcales|f_Nitrosococcaceae|g_midas_g_55093|s_midas_s_68517	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Cellvibrionaceae|g_Cellvibrio	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  34
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Cellvibrionaceae|g_midas_g_12192|s_midas_s_13698	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  23
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Halomonadaceae|g_Halomonas|s_midas_s_11904	    0	    0	    0	    0	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	  89
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Halomonadaceae|g_Halomonas|s_midas_s_26035	    0	    0	    2	    0	    1	   0	    0	    0	   0	    0	    0	    0	   0	   0	  25
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter	    0	    0	22581	    1	12805	  13	    0	    0	5648	    0	    0	   30	   0	   2	  28
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_Acinetobacter_towneri	    0	    0	  109	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter|s_midas_s_52677	    0	    0	    0	    0	    0	   0	    0	    0	  20	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Fluviicoccus	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  15
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas	    0	    0	   45	    0	    1	   0	    0	    8	   0	    0	  230	   31	   0	   0	  12
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas_alcaligenes	    0	    0	    3	    0	    0	   1	    0	    0	   0	    0	   25	    2	   0	   0	 135
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_midas_s_14196	    0	    0	    0	    0	    1	   0	    0	    0	   0	    0	    0	    1	   0	   0	  69
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_midas_s_39655	    0	    9	 4781	    3	    0	   0	    0	    0	 137	    6	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_midas_s_4710	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    1	   0	   0	  22
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_midas_s_9585	    1	    0	    0	    0	    0	   0	    0	    0	 504	   10	14283	 2071	 999	 307	   7
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Spongiibacteraceae|g_BD1-7_clade|s_midas_s_263	   23	    0	    3	    0	    0	   1	    0	    0	  14	    2	    0	    1	  59	   0	 360
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Run-SP154|f_midas_f_27|g_midas_g_11538|s_midas_s_11538	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  27
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Run-SP154|f_midas_f_27|g_midas_g_13776|s_midas_s_13776	    0	    0	    6	    0	    0	   0	    0	    0	  11	    0	    0	    0	   0	   0	  51
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Run-SP154|f_midas_f_27|g_midas_g_3775|s_midas_s_21459	    0	    0	    0	    0	    0	   0	    0	    0	   3	    0	    0	    0	   0	   0	 143
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Run-SP154|f_midas_f_27|g_midas_g_3775|s_midas_s_3775	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  18
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Run-SP154|f_midas_f_27|g_midas_g_52342|s_midas_s_52342	    0	    0	    0	    7	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Run-SP154|f_midas_f_27|g_midas_g_52498|s_midas_s_52498	    0	    0	    2	    0	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	  17
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Steroidobacterales|f_Steroidobacteraceae|g_midas_g_43248|s_midas_s_43248	    0	    0	    9	    4	    0	   0	    0	    0	  14	   15	    0	    0	   0	   0	  40
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Steroidobacterales|f_Steroidobacteraceae|g_midas_g_98|s_midas_s_17139	    0	    0	    0	    0	    0	   0	    0	    0	   1	    7	    0	    0	   0	   8	   3
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Steroidobacterales|f_Steroidobacteraceae|g_midas_g_98|s_midas_s_20601	    0	    0	    0	    0	    0	   0	    0	    0	   5	    1	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Thiotrichales|f_Thiotrichaceae|g_Thiothrix	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    1	    1	   0	   0	  29
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Thiotrichales|f_Thiotrichaceae|g_Thiothrix|s_midas_s_10942	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    1	    0	   1	   0	  33
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Thiotrichales|f_Thiotrichaceae|g_Thiothrix|s_midas_s_33285	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  11
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae	    0	    0	    0	   93	    1	   4	    0	    0	  12	    0	    0	    0	   1	   0	 342
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Ahniella|s_midas_s_51076	    0	    0	    3	   12	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Ahniella|s_midas_s_660	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   2	   0	  58
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Ahniella|s_midas_s_953	    0	    0	    8	    0	    0	   0	    0	    0	   9	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Aquimonas|s_Aquimonas_voraii	    0	    1	   51	 1055	  132	5149	    0	    0	   8	  521	    2	    0	   0	  16	  13
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Aquimonas|s_midas_s_1475	    0	    0	    0	    0	    3	   0	    0	    0	   1	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Dokdonella|s_midas_s_32392	    1	    0	    0	    8	    0	  67	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Pseudofulvimonas|s_midas_s_49330	    1	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	  10
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_midas_g_2835|s_midas_s_20656	    0	    0	  247	  741	    0	   0	    0	    0	  11	  342	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_midas_g_2835|s_midas_s_37061	    0	    0	    2	    0	    0	   0	    0	    0	  18	    8	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_midas_g_2835|s_midas_s_37147	    0	    0	  242	    0	    0	   0	    0	    0	  85	    7	    0	    0	   0	   0	   4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_midas_g_2835|s_midas_s_57304	    0	    0	  642	    2	    1	   0	    0	    0	 834	   52	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_midas_g_41816	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   8
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_midas_g_41816|s_midas_s_41816	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   9
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Arenimonas	    1	    0	    1	    0	   28	1707	    0	    0	   0	    2	    0	    2	   0	   0	 622
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Arenimonas|s_Arenimonas_malthae	    0	    0	    0	    0	   34	 785	    0	    0	   0	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Arenimonas|s_Arenimonas_metalli	    0	    0	    2	    0	   21	  26	    0	    0	   0	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Arenimonas|s_midas_s_11318	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  43	   1	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Arenimonas|s_midas_s_66584	    0	    0	    0	    0	   11	 676	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Lysobacter	    0	    0	   20	    2	    6	   2	    0	    0	  18	   11	    0	    0	   0	   0	  74
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Lysobacter|s_Lysobacter_sediminicola	    0	    0	    3	    1	    0	   0	    0	    0	  26	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Lysobacter|s_midas_s_22510	    0	    0	    0	    0	    0	   0	    0	    0	   8	    0	    0	    0	   0	   0	   5
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Pseudoxanthomonas|s_midas_s_22181	   12	  177	   65	   13	  163	1041	   15	    0	   1	   12	  680	 3824	  81	  56	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Stenotrophomonas|s_midas_s_74451	    5	    2	   21	   21	   13	  10	  202	   39	  11	    9	    5	    1	  11	   8	  19
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Thermomonas	    0	    0	    0	    0	    2	 237	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Thermomonas|s_midas_s_10886	    0	    0	    2	    1	    7	   0	    0	    0	   0	    0	    1	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_147|f_midas_f_2362|g_Ca_Berkiella|s_midas_s_24211	    0	    0	    3	   14	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_147|f_midas_f_2362|g_Ca_Berkiella|s_midas_s_26963	    0	    0	    0	   31	    3	   0	    0	    0	   0	    5	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_147|f_midas_f_2362|g_Ca_Ovatusbacter|s_midas_s_25658	    0	    0	    0	   17	    0	   0	    0	    0	   0	    0	    0	    1	   0	  16	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_147|f_midas_f_2362|g_Ca_Ovatusbacter|s_midas_s_46953	    0	    0	    0	    0	    0	   0	    0	    0	   0	   14	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_147|f_midas_f_2362|g_Ca_Ovatusbacter|s_midas_s_49121	    0	    0	    0	    0	    0	   0	    0	    0	  11	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_Acidibacter|s_midas_s_13945	    0	    0	    2	    0	    0	   0	    0	    0	   4	    1	    0	    0	   1	   0	   8
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_midas_g_1023|s_midas_s_1023	    0	    0	    5	    0	    0	   0	    0	    0	  27	    0	    0	    0	   1	   0	  67
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_midas_g_1023|s_midas_s_27267	    1	    0	    1	    0	    0	   0	    0	    0	   8	    1	    0	    0	   0	   0	  22
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_midas_g_13324	    0	    0	    0	    0	    0	   0	    0	    0	   7	    0	    0	    0	   0	   0	  10
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_midas_g_268|s_midas_s_16980	    0	    0	   14	    0	    0	   0	    0	    0	  28	    0	    0	    0	   5	   0	  19
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_midas_g_268|s_midas_s_268	    0	    0	   12	    0	    0	   0	    0	    0	  19	    2	    0	    0	   1	   0	  23
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_midas_o_26|f_midas_f_98|g_midas_g_273	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   7
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814	    0	    0	    1	    0	    0	   0	    0	    0	   4	    0	    0	    0	   2	   0	  17
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814|o_midas_o_928	   13	    0	   85	    5	    3	   0	    0	    0	 284	  143	    0	    0	 244	  15	 425
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814|o_midas_o_928|f_midas_f_15478|g_midas_g_28984|s_midas_s_28984	    0	    0	    3	    0	    0	   0	    0	    0	   3	    1	    0	    0	   3	   0	   1
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814|o_midas_o_928|f_midas_f_15478|g_midas_g_28984|s_midas_s_75079	    0	    0	    1	    0	    0	   0	    0	    0	  22	    2	    0	    0	   3	   0	  26
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814|o_midas_o_928|f_midas_f_15478|g_midas_g_87545|s_midas_s_87545	    0	    0	    4	    0	    0	   0	    0	    0	  13	    0	    0	    0	   0	   0	 109
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814|o_midas_o_928|f_midas_f_50335|g_midas_g_50335|s_midas_s_60778	    0	    0	    4	    0	    0	   0	    0	    0	   8	    0	    0	    0	   0	   0	  70
k_Bacteria|p_SAR324_cladeMarine_group_B|c_midas_c_814|o_midas_o_928|f_midas_f_50335|g_midas_g_50335|s_midas_s_70303	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  38
k_Bacteria|p_Spirochaetota|c_Leptospirae|o_Leptospirales|f_Leptospiraceae|g_Turneriella	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Spirochaetota|c_Leptospirae|o_Leptospirales|f_Leptospiraceae|g_Turneriella|s_Turneriella_parva	   15	   39	    0	   62	    0	   0	    1	    0	  21	   13	    0	    0	  43	  88	   0
k_Bacteria|p_Sumerlaeota|c_Sumerlaeia|o_Sumerlaeales|f_Sumerlaeaceae|g_midas_g_82505|s_midas_s_82505	    0	    0	    0	   12	    0	   0	    0	    0	   0	    0	    0	    0	   2	   0	   0
k_Bacteria|p_Sumerlaeota|c_Sumerlaeia|o_midas_o_3047|f_midas_f_4465|g_midas_g_4465|s_midas_s_45537	    0	    0	    3	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Verrucomicrobiota	    0	    0	    9	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	  34
k_Bacteria|p_Verrucomicrobiota|c_Chlamydiae|o_Chlamydiales|f_Parachlamydiaceae|g_Neochlamydia|s_midas_s_82383	    0	    0	    0	    1	    1	   0	    0	    0	   0	    9	    4	    3	   1	   1	   1
k_Bacteria|p_Verrucomicrobiota|c_Kiritimatiellae|o_WCHB1-41|f_midas_f_28177|g_midas_g_28177|s_midas_s_80980	    0	    0	    0	  194	    0	   0	    0	    0	   0	   43	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Omnitrophia|o_Omnitrophales|f_Omnitrophaceae|g_midas_g_26299|s_midas_s_26299	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  17
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Chthoniobacterales|f_Chthoniobacteraceae	    0	    0	    1	    0	    0	   0	    0	    0	  18	    0	    0	    0	   0	   0	 237
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Chthoniobacterales|f_Chthoniobacteraceae|g_Chthoniobacter|s_midas_s_67416	    0	    0	   26	    0	    0	   0	    0	    0	  22	    0	    0	    0	   3	   0	 122
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Chthoniobacterales|f_Terrimicrobiaceae|g_Terrimicrobium|s_midas_s_75499	    0	    0	   10	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae	    0	    0	    0	    0	    0	   0	    0	    0	   9	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Cephaloticoccus|s_midas_s_32629	    0	    0	   26	   37	    0	   0	    0	    0	  29	   25	    0	    2	   0	   4	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Cephaloticoccus|s_midas_s_8201	    0	    0	    3	    3	    0	   0	    0	    0	   0	    0	    0	    0	   0	   2	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Lacunisphaera	    0	    0	    1	    0	    0	   0	    0	    0	   2	    1	    0	    0	   0	   0	 826
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Lacunisphaera|s_midas_s_11475	    0	    0	    0	    0	    0	   0	    0	    0	   7	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Lacunisphaera|s_midas_s_12506	    0	    0	   37	   17	    0	   0	    0	    0	  18	   13	    0	    0	   0	   0	   1
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Lacunisphaera|s_midas_s_12531	    0	    0	    2	   25	    0	   0	    0	    0	   0	    0	    0	    0	   0	   2	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Lacunisphaera|s_midas_s_37001	    0	    0	   29	   11	    3	  17	    0	    0	   3	    5	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Lacunisphaera|s_midas_s_56938	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	  20
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Opitutus	    0	    0	    0	    0	    0	   0	    0	    0	  32	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Opitutaceae|g_Opitutus|s_midas_s_16639	    0	    0	    2	    4	    0	  12	    0	    0	   4	   19	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_Oikopleura|s_midas_s_36627	    0	    0	    5	    1	    0	   0	    0	    0	  35	    0	    0	    0	   1	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_Oikopleura|s_midas_s_49068	    0	    0	    6	   63	    0	   0	    0	    0	   8	   26	    0	    1	   0	   7	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_Oikopleura|s_midas_s_68051	    0	    0	   15	   27	    0	   0	    0	    0	  15	   19	    0	    0	   0	   2	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_Oikopleura|s_midas_s_73036	    0	    0	    1	    0	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Pedosphaerales|f_Pedosphaeraceae|g_SH3-11|s_midas_s_51588	    0	    0	    0	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   2	   0
